1,1,33550951,33553486
2,2,26086366,26090603
3,4,26529263,26532908
4,9,18004651,18006124
5,9,18004651,18006124
6,9,18004651,18006124
7,9,18004651,18006124
8,2,19014886,19017232
9,2,22107945,22118231
10,2,22126250,22127194
11,2,22135276,22136220
12,2,22144302,22145246
13,2,22153329,22154273
14,2,0,0
15,3,8752968,8758130
16,4,22728719,22731041
17,12,25552003,25553559
18,12,25552003,25553559
19,12,25552003,25553559
20,8,62575,66639
21,8,62575,66639
22,1,3723560,3728284
23,1,4527237,4531870
24,1,5548631,5549983
25,1,5558512,5567904
26,1,10705422,10708091
27,1,10705422,10708091
28,1,10705422,10708091
29,1,10705422,10708091
30,1,12506499,12508973
31,1,12506499,12508973
32,1,12506499,12508973
33,1,12506499,12508973
34,1,24146341,24147812
35,1,32386687,32390164
36,1,35905304,35908263
37,1,36448724,36450238
38,1,37512183,37514517
39,1,41344121,41347086
40,1,41344121,41347086
41,1,41344121,41347086
42,1,41351529,41362074
43,1,41351529,41362074
44,1,42449035,42459242
45,1,42592739,42593372
46,1,43472730,43476650
47,2,261405,265160
48,2,261405,265160
49,2,4280496,4285927
50,2,4280496,4285927
51,2,4280496,4285927
52,2,6453555,6459620
53,2,6453555,6459620
54,2,6453555,6459620
55,2,6476078,6482167
56,2,6476078,6482167
57,2,6476078,6482167
58,2,8619286,8622771
59,2,8789018,8795267
60,2,8871946,8873247
61,2,10103579,10110496
62,2,19956716,19963395
63,2,20584982,20587748
64,2,20584982,20587748
65,2,23191143,23195537
66,2,23979002,23981010
67,2,25624670,25630611
68,2,25802722,25808944
69,2,25802722,25808944
70,2,27086997,27091329
71,2,27086997,27091329
72,2,33005871,33007658
73,2,33005871,33007658
74,2,33005871,33007658
75,2,33005871,33007658
76,3,1857247,1860045
77,3,2554945,2558741
78,3,2554945,2558741
79,3,2793838,2795658
80,3,3776031,3782468
81,3,3776031,3782468
82,3,3776031,3782468
83,3,4334965,4341555
84,3,4497741,4504095
85,3,4497741,4504095
86,3,4497741,4504095
87,3,4804030,4808013
88,3,4804030,4808013
89,3,6080181,6088701
90,3,8699495,8701222
91,3,8699495,8701222
92,3,9893991,9897377
93,3,9893991,9897377
94,3,9893991,9897377
95,3,10130997,10133342
96,3,17436298,17437869
97,3,17436298,17437869
98,3,27156809,27157888
99,3,27156809,27157888
100,3,27156809,27157888
101,3,27156809,27157888
102,3,28941973,28946534
103,3,30825494,30829356
104,3,31773181,31776890
105,3,32576667,32583750
106,3,33479224,33483170
107,3,34129617,34131861
108,4,5324713,5326858
109,4,5477147,5479152
110,4,23393093,23395163
111,4,26957388,26959858
112,4,27104144,27106702
113,4,29530386,29533185
114,4,33973682,33978183
115,4,34039824,34040854
116,5,583802,584910
117,5,617592,621358
118,5,967668,969310
119,5,2067076,2070017
120,5,2067076,2070017
121,5,2067076,2070017
122,5,2067076,2070017
123,5,2803370,2804958
124,5,4715783,4717769
125,5,8857725,8859663
126,5,8857725,8859663
127,5,20766299,20768638
128,5,20887132,20891253
129,5,22815905,22819893
130,5,28654041,28656737
131,5,28971122,28978572
132,6,2805544,2812003
133,6,2925824,2927475
134,6,3161804,3168332
135,6,6747359,6752337
136,6,8847044,8847830
137,6,8847044,8847830
138,6,8847044,8847830
139,6,8847044,8847830
140,6,23443778,23448985
141,6,23671362,23677224
142,6,23671362,23677224
143,6,24256206,24257331
144,6,24315803,24317548
145,6,24423864,24424120
146,6,24423864,24424120
147,6,24785921,24790804
148,6,24798943,24801922
149,6,30615882,30619501
150,6,30615882,30619501
151,7,3016580,3023063
152,7,3468174,3476885
153,7,3468174,3476885
154,7,4354384,4358865
155,7,18995153,18997639
156,7,21384739,21386227
157,7,21384739,21386227
158,7,23534415,23535863
159,7,24144128,24145465
160,7,24144128,24145465
161,1,5898541,5908570
162,7,27141620,27145462
163,7,27857872,27861552
164,7,27857872,27861552
165,7,27857887,27860558
166,7,29873647,29877404
167,7,30191443,30194278
168,7,30243906,30246656
169,7,30243906,30246656
170,7,30243906,30246656
171,8,2172394,2176074
172,8,2172394,2176074
173,8,3241806,3242433
174,8,4343174,4349505
175,8,4343174,4349505
176,8,5221220,5222309
177,8,5221220,5222309
178,8,5351108,5357776
179,8,10159237,10164703
180,8,14274176,14275558
181,8,22307482,22307879
182,8,25304465,25312083
183,8,26059769,26062973
184,8,26595185,26600266
185,8,26813957,26816799
186,8,26997042,27001500
187,8,28079564,28087295
188,8,28332207,28334033
189,9,20307095,20313478
190,9,20875818,20877634
191,9,21132561,21136782
192,9,22123789,22125783
